Transaction ID,Date,Time,Amount,Merchant,Card Number,Transaction Type
816,2025-03-26,08:09:13,666.3392294474455,Best Buy,9583,refund
817,2025-03-27,19:46:48,787.8407733465418,Walmart,7932,refund
818,2025-03-28,16:33:00,516.0796525155688,Best Buy,7407,refund
819,2025-03-29,02:37:05,366.7806584634948,Target,1804,purchase
820,2025-03-30,08:09:23,371.84176366496683,Amazon,6769,refund
821,2025-03-31,09:28:08,274.11000319325876,Walmart,6317,purchase
822,2025-04-01,02:41:34,547.4162891792803,Amazon,6401,refund
823,2025-04-02,11:15:42,854.2828757804921,Best Buy,6588,purchase
824,2025-04-03,12:25:09,40.16309845823601,Walmart,4155,purchase
825,2025-04-04,14:53:50,751.5466797998959,Best Buy,8625,refund
826,2025-04-05,01:56:51,783.9801273421886,Amazon,6648,refund
827,2025-04-06,15:41:27,395.32928568981964,Best Buy,2853,purchase
828,2025-04-07,11:16:45,744.050504294864,Walmart,6746,purchase
829,2025-04-08,16:04:12,389.897787731878,Best Buy,4097,refund
830,2025-04-09,05:25:21,316.0718169289224,Walmart,5218,refund
831,2025-04-10,04:29:11,236.2469934219598,Walmart,9912,purchase
832,2025-04-11,09:29:36,803.9878921294991,Walmart,6009,refund
833,2025-04-12,06:04:31,30.0517689479106,Target,9232,refund
834,2025-04-13,07:30:34,239.8586169647632,Best Buy,8484,purchase
835,2025-04-14,14:59:37,302.0592167565826,Best Buy,5593,refund
836,2025-04-15,21:59:53,608.0231296974749,Amazon,6861,refund
837,2025-04-16,13:08:40,426.3917297468099,Walmart,1425,purchase
838,2025-04-17,14:04:39,663.3984739794894,Walmart,2446,purchase
839,2025-04-18,16:37:35,143.91836316646237,Amazon,4276,refund
840,2025-04-19,23:07:21,344.11034983139626,Best Buy,2222,refund
841,2025-04-20,16:28:01,529.7809020628118,Best Buy,9559,purchase
842,2025-04-21,10:12:00,622.9429553960069,Best Buy,9229,refund
843,2025-04-22,23:04:14,270.3310920909112,Walmart,6478,purchase
844,2025-04-23,14:37:57,261.90895424041184,Walmart,7027,refund
845,2025-04-24,00:49:23,47.337599772902095,Amazon,8997,purchase
846,2025-04-25,13:01:10,822.8877823161866,Target,4450,purchase
847,2025-04-26,16:53:01,28.91835390218958,Target,2458,purchase
848,2025-04-27,11:20:43,361.2741124869498,Walmart,5729,purchase
849,2025-04-28,04:14:25,180.72646415950163,Best Buy,4593,purchase
850,2025-04-29,06:47:35,502.2658896157085,Best Buy,7569,purchase
851,2025-04-30,07:25:43,980.6682858367341,Target,7170,purchase
852,2025-05-01,19:25:14,421.56434976826097,Best Buy,1630,refund
853,2025-05-02,06:58:56,586.0425063012652,Target,1810,refund
854,2025-05-03,21:23:19,591.5797592355967,Walmart,2803,refund
855,2025-05-04,12:34:55,57.9418474678925,Walmart,8111,purchase
856,2025-05-05,23:31:02,721.416533704742,Best Buy,2184,refund
857,2025-05-06,19:26:28,776.6446317941997,Best Buy,2878,refund
858,2025-05-07,20:04:39,734.0288995796129,Target,3080,purchase
859,2025-05-08,19:46:06,147.59609565647906,Best Buy,7594,purchase
860,2025-05-09,14:21:54,454.42634335703616,Walmart,2199,purchase
861,2025-05-10,12:18:16,397.76249566020147,Best Buy,2011,refund
862,2025-05-11,07:28:05,386.3739134571381,Best Buy,6774,refund
863,2025-05-12,20:10:14,69.22447351468418,Best Buy,3858,refund
864,2025-05-13,02:26:44,790.51440863666,Walmart,2316,refund
865,2025-05-14,05:35:32,5.924197535520521,Best Buy,9320,purchase
866,2025-05-15,13:54:13,164.1003933780796,Target,6016,purchase
867,2025-05-16,12:25:07,697.1305038045444,Amazon,7438,refund
868,2025-05-17,06:16:56,228.20395045922098,Target,8991,purchase
869,2025-05-18,22:44:01,847.1703267918911,Target,5733,refund
870,2025-05-19,10:43:27,602.0240375983101,Target,2295,refund
871,2025-05-20,06:21:38,753.5073945403849,Walmart,1026,refund
872,2025-05-21,02:38:01,226.58304175154436,Target,6904,refund
873,2025-05-22,11:07:48,751.6296212829601,Best Buy,1941,purchase
874,2025-05-23,17:53:53,836.2170848115803,Walmart,8841,refund
875,2025-05-24,23:36:56,542.4753370547231,Amazon,5342,refund
876,2025-05-25,20:55:58,28.373337099409145,Target,3918,refund
877,2025-05-26,14:45:23,330.64291495252024,Amazon,5167,refund
878,2025-05-27,05:34:05,591.5512801022572,Best Buy,2496,refund
879,2025-05-28,00:21:31,938.1553084084419,Best Buy,9714,refund
880,2025-05-29,16:02:21,218.28663957392408,Target,1563,purchase
881,2025-05-30,09:48:20,44.67196451469425,Best Buy,9034,refund
882,2025-05-31,09:41:37,596.3897209065811,Best Buy,2280,purchase
883,2025-06-01,07:09:14,541.4680046269634,Best Buy,7214,purchase
884,2025-06-02,03:23:50,407.08697736016273,Walmart,3790,refund
885,2025-06-03,14:07:43,953.6096625874721,Amazon,4565,refund
886,2025-06-04,08:25:06,85.20386789004532,Target,3045,refund
887,2025-06-05,17:29:57,951.1511484543055,Amazon,6737,purchase
888,2025-06-06,03:23:00,35.954348398075446,Walmart,6645,refund
889,2025-06-07,01:36:42,539.405460316427,Best Buy,5077,refund
890,2025-06-08,02:14:18,945.6904311132073,Best Buy,4513,refund
891,2025-06-09,04:52:33,462.2921643110372,Walmart,7140,purchase
892,2025-06-10,05:40:41,111.13731943489508,Best Buy,3574,refund
893,2025-06-11,10:56:21,968.7193812068865,Target,8303,purchase
894,2025-06-12,22:38:28,452.13770506467534,Target,5169,refund
895,2025-06-13,01:10:07,815.7953626001673,Amazon,3609,refund
896,2025-06-14,19:56:17,681.8965221235882,Walmart,3564,refund
897,2025-06-15,05:11:10,406.3830517808676,Walmart,9080,purchase
898,2025-06-16,22:42:56,982.4258482228502,Target,3920,purchase
899,2025-06-17,11:05:05,657.4839647063731,Best Buy,4330,refund
900,2025-06-18,12:56:57,757.7133718191594,Walmart,3592,refund
901,2025-06-19,19:43:27,22.647261954979324,Walmart,6817,purchase
902,2025-06-20,04:08:57,609.5631158191782,Best Buy,2350,purchase
903,2025-06-21,03:22:00,945.2447774837609,Walmart,6077,purchase
904,2025-06-22,07:31:57,242.77119714805497,Best Buy,1668,refund
905,2025-06-23,18:55:34,251.04756713194456,Amazon,8835,purchase
906,2025-06-24,10:15:15,850.3449807562828,Amazon,5868,refund
907,2025-06-25,15:00:19,945.3745901547674,Best Buy,9159,refund
908,2025-06-26,12:38:06,371.9234752935638,Amazon,6337,purchase
909,2025-06-27,02:10:02,676.0794520049411,Best Buy,6854,refund
910,2025-06-28,15:11:25,915.731363709129,Best Buy,7475,purchase
911,2025-06-29,08:10:42,96.02831327645985,Walmart,3762,purchase
912,2025-06-30,18:23:01,485.45707262692605,Best Buy,6314,purchase
913,2025-07-01,01:07:19,781.0077329506668,Best Buy,6451,purchase
914,2025-07-02,02:40:35,648.8483968649142,Best Buy,7732,purchase
915,2025-07-03,06:18:28,127.38557648478714,Best Buy,4540,purchase
916,2025-07-04,06:04:23,860.166542845782,Best Buy,2673,purchase
917,2025-07-05,12:08:19,618.4550315987115,Target,3810,refund
918,2025-07-06,21:25:58,950.7094402634074,Target,3083,refund
919,2025-07-07,18:24:57,602.2007721302826,Target,9838,refund
920,2025-07-08,20:44:35,814.770537174431,Amazon,9702,refund
921,2025-07-09,05:39:41,987.3959519423579,Walmart,6403,refund
922,2025-07-10,09:16:33,787.664157005095,Amazon,5784,refund
923,2025-07-11,16:37:23,491.88869018652997,Amazon,4289,refund
924,2025-07-12,21:34:50,588.8840370347252,Target,6733,refund
925,2025-07-13,10:02:31,573.6735008374432,Target,2562,refund
926,2025-07-14,18:05:12,50.40720253308554,Walmart,2061,refund
927,2025-07-15,00:42:35,385.9062674861737,Best Buy,4666,refund
928,2025-07-16,22:32:28,422.853876729697,Amazon,3125,refund
929,2025-07-17,14:55:52,130.50196113315454,Walmart,7383,purchase
930,2025-07-18,16:48:53,42.26504055219232,Best Buy,8929,purchase
931,2025-07-19,04:05:07,5.742756820566014,Amazon,7272,purchase
932,2025-07-20,08:56:54,357.4482761305234,Walmart,1166,refund
933,2025-07-21,19:40:41,243.28948423671332,Amazon,4902,refund
934,2025-07-22,03:39:55,555.8300983397096,Walmart,2539,refund
935,2025-07-23,20:21:38,924.0107467897109,Amazon,2157,refund
936,2025-07-24,17:03:21,40.00821270284209,Best Buy,3897,purchase
937,2025-07-25,10:01:16,435.8308931882944,Amazon,8932,purchase
938,2025-07-26,09:29:43,667.9780779772585,Target,1715,purchase
939,2025-07-27,14:09:33,85.12328929269343,Amazon,1576,purchase
940,2025-07-28,21:19:05,612.3577926557272,Best Buy,8797,refund
941,2025-07-29,02:00:28,369.7298412771412,Target,6414,refund
942,2025-07-30,16:40:27,765.5050871932727,Best Buy,1108,refund
943,2025-07-31,15:57:27,248.3674697835752,Best Buy,6289,purchase
944,2025-08-01,12:59:43,124.37173012852104,Walmart,6649,purchase
945,2025-08-02,03:57:06,107.93554883311167,Best Buy,5486,refund
946,2025-08-03,21:31:33,495.269948696684,Best Buy,9143,refund
947,2025-08-04,03:46:36,562.5032521693004,Best Buy,5918,refund
948,2025-08-05,22:52:48,219.56452652142667,Target,6413,refund
949,2025-08-06,21:32:08,551.2484874489917,Amazon,4620,purchase
950,2025-08-07,08:24:41,718.1348145523108,Target,1135,refund
951,2025-08-08,13:20:08,250.55315384928358,Best Buy,8725,purchase
952,2025-08-09,06:48:50,11.154777764660418,Best Buy,2535,purchase
953,2025-08-10,00:57:47,831.2355151440006,Best Buy,9075,refund
954,2025-08-11,02:58:36,843.8344925047733,Target,7788,refund
955,2025-08-12,06:21:41,378.302936267601,Best Buy,5988,purchase
956,2025-08-13,16:44:01,938.3055249339754,Walmart,5904,refund
957,2025-08-14,08:05:11,826.9698043233655,Target,4902,refund
958,2025-08-15,19:03:43,318.05637403242434,Walmart,2698,purchase
959,2025-08-16,00:02:11,598.5943279467974,Walmart,2016,purchase
960,2025-08-17,17:22:50,404.7174326794784,Target,6532,refund
961,2025-08-18,16:37:44,117.7502813911874,Best Buy,6092,refund
962,2025-08-19,21:32:05,413.06900683000777,Amazon,8957,purchase
963,2025-08-20,00:26:54,843.8146865145061,Best Buy,7194,refund
964,2025-08-21,09:54:55,523.5857451762067,Walmart,5496,purchase
965,2025-08-22,10:28:28,608.7932337019216,Target,5362,refund
966,2025-08-23,18:33:47,360.51414945519593,Walmart,9352,refund
967,2025-08-24,23:08:23,176.62721614719396,Target,7250,refund
968,2025-08-25,16:10:02,570.4690017558154,Best Buy,6851,refund
969,2025-08-26,01:20:45,552.2259956929515,Best Buy,4834,purchase
970,2025-08-27,06:05:22,956.1735123176999,Target,1985,purchase
971,2025-08-28,14:30:22,10.349216939176523,Best Buy,9660,purchase
972,2025-08-29,21:11:44,898.2566641629095,Best Buy,3765,refund
973,2025-08-30,18:55:29,925.9212234917522,Amazon,8428,purchase
974,2025-08-31,15:41:32,241.3832166014227,Target,2584,purchase
975,2025-09-01,11:36:08,46.63140495511877,Walmart,2998,purchase
976,2025-09-02,07:29:12,849.0109233414515,Best Buy,9897,refund
977,2025-09-03,18:31:06,169.80707835833257,Walmart,1615,refund
978,2025-09-04,09:16:03,397.4872913761132,Amazon,7955,purchase
979,2025-09-05,19:33:06,453.7450292569943,Best Buy,1228,refund
980,2025-09-06,19:44:31,325.67393134924447,Walmart,2505,refund
981,2025-09-07,11:33:42,427.10100531536955,Amazon,6324,purchase
982,2025-09-08,06:33:36,311.93555134555925,Target,2552,purchase
983,2025-09-09,17:59:59,525.6980876779925,Target,6177,purchase
984,2025-09-10,15:57:07,40.97705746376841,Target,4589,refund
985,2025-09-11,12:10:27,591.3781152561585,Amazon,4041,refund
986,2025-09-12,18:03:37,153.7341226739292,Best Buy,8903,refund
987,2025-09-13,12:20:28,976.4261975186058,Walmart,8176,refund
988,2025-09-14,01:25:30,645.963068550466,Walmart,3358,purchase
989,2025-09-15,15:12:52,8.911602390815094,Target,3527,purchase
990,2025-09-16,11:36:48,40.03014198813271,Walmart,8938,purchase
991,2025-09-17,18:41:07,270.4614617740629,Amazon,5586,purchase
992,2025-09-18,14:01:52,764.1724551269265,Best Buy,3203,purchase
993,2025-09-19,11:41:53,93.17208323026989,Best Buy,2744,purchase
994,2025-09-20,07:20:18,662.4053459841828,Amazon,9279,purchase
995,2025-09-21,22:25:36,552.0240194837181,Best Buy,4906,purchase
996,2025-09-22,22:51:23,437.0958552748476,Amazon,8909,refund
997,2025-09-23,01:16:02,178.15981473450958,Amazon,9237,purchase
998,2025-09-24,02:28:09,33.686686962015166,Walmart,2684,purchase
999,2025-09-25,23:43:18,512.8574618451566,Amazon,9839,refund
1000,2025-09-26,11:18:39,515.094700371637,Walmart,5569,refund
